"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Pakistán","PAK","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",0.634,0.629,0.635,0.63,0.608,0.585,0.582,0.398,0.423,0.535,0.653,0.796,3.667,2.954,1.827,3.566,2.285,3.215,4.083,4.83,6.127,6.338,5.485,5.408,5.472
"Panamá","PAN","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",6.264,6.372,6.362,6.346,6.127,6.002,5.822,5.694,5.647,5.864,5.845,4.03,3.691,3.674,4.391,4.335,4.717,5.338,5.161,6.256,14.663,10.177,8.086,6.544,6.518
"Perú","PER","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",4.958,5.063,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.477,3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,3.85,4.899,4.828
"Filipinas","PHL","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",3.767,3.698,3.615,3.527,3.554,3.795,4.052,3.434,3.72,3.858,3.605,3.592,3.504,3.497,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398,2.598,2.222,2.153
"Polonia","POL","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",14.928,18.435,20.211,19.899,18.822,17.592,13.794,9.551,7.069,8.131,9.578,9.576,10.031,10.293,8.971,7.475,6.141,4.867,3.835,3.267,3.155,3.268,2.811,2.743,2.472
"Portugal","PRT","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",3.806,3.829,4.497,6.132,6.319,7.582,7.649,7.965,7.553,9.432,10.771,12.682,15.531,16.188,13.897,12.447,11.068,8.869,6.994,6.464,6.801,6.577,6.011,6.509,6.384
"Paraguay","PRY","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",7.61,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.085,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.794,6.093
"Ribera Occidental y Gaza","PSE","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",10.625,21.493,27.465,23.004,23.215,20.016,19.014,18.282,22.913,20.452,21.416,17.597,19.202,19.894,20.526,23.005,23.939,25.677,26.256,25.34,25.895,26.39,24.42,NA,NA
"Rumania","ROU","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",6.969,6.561,8.112,6.95,7.719,7.174,7.27,6.413,5.787,6.859,6.959,7.177,6.794,7.096,6.802,6.812,5.901,4.927,4.187,3.912,5.035,5.59,5.614,5.589,5.379
"Federación de Rusia","RUS","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",10.581,8.978,7.875,8.21,7.763,7.124,7.055,6.002,6.205,8.301,7.407,6.571,5.484,5.513,5.212,5.615,5.591,5.238,4.871,4.513,5.62,4.749,3.867,3.076,2.527
"Rwanda","RWA","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",11.731,11.76,11.499,11.696,11.731,11.854,11.632,11.626,11.57,11.663,11.673,11.775,11.701,11.785,11.844,11.838,11.801,11.875,10.759,11.236,11.829,15.775,15.084,12.352,11.994
"Senegal","SEN","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",2.668,2.7,2.828,2.794,2.788,2.703,2.77,2.808,2.822,2.814,2.803,2.853,3.888,4.986,5.841,6.757,4.455,4.078,3.455,2.863,3.437,3.44,2.837,2.8,2.992
"El Salvador","SLV","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",6.96,6.96,6.2,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.893,4.297,3.843,3.693,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.992,2.839
"Serbia","SRB","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",12.6,12.8,13.8,15.2,18.5,20.85,20.85,18.06,13.67,16.116,19.204,22.959,24,22.154,19.223,17.66,15.257,13.477,12.733,10.395,9.011,9.843,8.439,8.268,7.39
"República Eslovaca","SVK","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",18.546,19.148,18.541,17.549,18.206,16.276,13.395,11.16,9.514,12.023,14.387,13.634,13.966,14.226,11.536,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.84,5.234
"Eslovenia","SVN","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",6.92,5.682,5.922,6.479,6.012,6.506,5.95,4.818,4.371,5.858,7.236,8.166,8.841,10.103,9.668,8.962,8,6.564,5.108,4.446,4.971,4.744,4.011,3.652,3.357
"Suecia","SWE","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",5.466,4.73,4.965,5.555,6.693,7.81,7.066,6.161,6.235,8.351,8.61,7.804,7.976,8.052,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392,7.611,8.528
"República Árabe Siria","SYR","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",9.587,11.63,10.94,10.28,9.513,8.809,8.17,8.42,10.94,8.14,8.61,8.627,13.8,14.5,14.783,14.243,13.795,13.597,13.497,13.36,15.191,14.877,13.268,13.187,12.962
"Chad","TCD","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",0.79,0.787,0.769,0.732,0.685,0.678,0.724,0.834,0.906,0.906,0.878,0.905,0.9,0.948,0.933,0.974,1.047,1.116,1.135,1.084,1.707,1.548,1.096,1.074,1.088
"Togo","TGO","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",4.174,4.124,4.104,3.984,4.015,4.157,4.229,3.817,3.283,2.849,2.383,1.982,2.03,2.085,2.142,2.204,2.968,3.744,2.898,2.036,2.225,2.333,1.965,1.948,1.94
"Tailandia","THA","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",2.389,2.6,1.82,1.54,1.51,1.35,1.22,1.18,1.18,1.49,0.622,0.66,0.58,0.249,0.576,0.597,0.688,0.83,0.765,0.716,1.099,1.215,0.94,0.733,0.693
"Tayikistán","TJK","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",4.15,3.75,3.95,3.85,3.616,3.375,3.13,2.874,7.134,11.5,11.542,11.557,11.444,11.417,11.439,11.485,11.5,11.487,11.437,11.419,12.321,12.333,11.634,11.546,11.635
"Tonga","TON","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",4.12,4.48,4.838,5.18,3.942,2.571,1.09,1.181,1.252,1.407,1.513,1.602,1.643,1.754,1.92,2.024,2.046,2.131,2.248,2.157,2.699,2.111,2.302,2.262,2.192
"Túnez","TUN","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",14.94,14.4,14.55,14.51,14.23,12.872,12.51,12.365,12.444,13.29,13.049,18.334,17.63,15.934,14.259,15.159,15.557,15.33,15.459,17.153,17.656,16.611,15.3,15.106,16.203
"Turquía","TUR","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",6.495,8.381,10.358,10.542,10.838,10.636,10.227,10.285,10.965,14.026,11.879,9.789,9.21,9.713,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.465,9.388,8.449
"Tanzanía","TZA","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",3.127,2.994,3.024,3.055,3.108,3.194,3.299,3.023,2.774,2.5,3.029,3.47,3.222,2.93,2.125,2.159,2.23,2.303,2.393,2.496,2.781,2.821,2.588,2.582,2.576
"Uganda","UGA","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",3.529,3.52,3.5,3.6,2.705,1.9,2.272,2.677,3.052,3.6,3.619,3.528,3.551,1.91,2.348,2.679,3.008,3.428,3.25,3.06,3.831,3.422,2.886,2.787,2.941
"Ucrania","UKR","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",11.707,11.061,10.136,9.057,8.59,7.18,6.81,6.351,6.363,8.84,8.1,7.851,7.529,7.17,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834,NA,NA,NA
"Uruguay","URY","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",12.627,15.052,16.648,16.661,12.98,12.009,10.844,9.403,8.025,7.74,7.158,6.307,6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.836,10.413,9.328,7.877,8.355,8.401
"Estados Unidos","USA","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.638,4.106
"Uzbekistán","UZB","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",12.317,11.3,10.283,9.248,8.162,7.092,6.03,4.99,4.89,5.04,5.36,4.96,4.87,4.86,5.09,5.15,5.16,5.83,5.389,4.932,5.293,5.364,4.49,4.46,4.488
"Venezuela","VEN","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",13.99,13.04,16.17,16.78,15.07,10.663,8.606,7.279,6.245,6.097,7.112,6.902,6.601,7.54,6.821,6.137,5.319,5.045,5.46,5.876,7.53,7.037,5.707,5.485,5.475
"Viet Nam","VNM","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",2.26,2.76,2.12,2.25,2.14,2.078,2.046,2.026,1.889,1.737,1.114,0.999,1.027,1.316,1.256,1.848,1.848,1.874,1.161,1.681,2.103,2.385,1.523,1.645,1.431
"Kosovo","XKX","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudáfrica","ZAF","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",22.714,22.605,22.547,22.629,22.538,22.461,22.324,22.287,22.407,23.523,24.683,24.639,24.727,24.561,24.89,25.149,26.536,27.035,26.906,28.468,29.217,34.007,33.268,32.098,33.168
"Zambia","ZMB","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","SL.UEM.TOTL.ZS",12.93,13.415,14.131,14.705,15.33,15.9,13.229,10.561,7.93,10.582,13.19,10.545,7.85,7.264,6.571,5.942,5.239,4.529,5.033,5.542,6.033,5.199,5.995,5.905,5.961
