"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Paraguay","PRY","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,13.5,19.6,13.8,10.7,10.1,14.1,12.6,7.9,9.1,9.4,8.9,6.4,4.1,4.3,4.2,4.2,2.4,3.1,2.4,2.6,1.9,3.2,2.4,2.1
"Ribera Occidental y Gaza","PSE","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,1.8,1.3,0.5,2.9,NA,0.6,0.6,0.4,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,2.1,NA
"Rumania","ROU","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",11.9,9.5,9.1,7,5.3,4.2,11.1,8.1,6,5.3,6.3,7.1,8.4,8.7,8.9,7.6,5.2,4.9,3.7,3.1,2.4,2,1.5,0.7,NA
"Federación de Rusia","RUS","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",5.1,3.2,2,2.1,1.8,1.4,0.9,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.4,0.4,0.4,0.4,0.2,0.3,0.1,0.2,0.1,0.1,NA
"Rwanda","RWA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",82.3,NA,NA,NA,NA,74.2,NA,NA,NA,NA,70.2,NA,NA,65.2,NA,NA,63.8,NA,NA,NA,NA,NA,NA,38.6,NA
"Senegal","SEN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,63.9,NA,NA,NA,53.6,NA,NA,NA,NA,NA,53.3,NA,NA,NA,NA,NA,NA,19.1,NA,NA,17.9,NA,NA,NA
"El Salvador","SLV","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",18.4,19.4,19.5,20.9,16.3,16.4,12.6,9.2,12.6,12.4,11.4,10.1,8.5,7.1,7,5.3,5.8,4.5,4.1,3,NA,5.1,5.2,4.6,NA
"Serbia","SRB","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,0.4,0.9,1.2,1.6,0.9,0.6,0.3,0.6,0.3,NA,7.1,7.8,8.9,8.4,8.1,6.6,4.2,2.7,2,1.7,2,NA,NA
"República Eslovaca","SVK","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,0.2,0.3,0.3,0.6,0.5,0.6,0.6,0.6,0.5,0.4,0.9,0.8,1.5,0.6,0.5,0.2,0.3,0.3,0.7,0.5,NA
"Eslovenia","SVN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Suecia","SWE","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,0.2,0,0.4,0.5,1.1,0.4,0.5,0.7,0.5,0.6,0.7,0.5,0.7,0.5,0.6,0.4,0.3,0.9,0.4,0.5,0.6,1.3,0.8,NA
"República Árabe Siria","SYR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA
"Chad","TCD","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,45.2,NA,NA,NA,NA,NA,NA,41.9,NA,NA,NA,39.5,NA,NA
"Togo","TGO","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,NA,67.2,NA,NA,NA,NA,65.2,NA,NA,NA,61.5,NA,NA,35.1,NA,NA,34.4,NA,NA,NA
"Tailandia","THA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",8.4,NA,4.7,NA,3.1,NA,2.2,1.3,1,0.8,0.7,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,NA
"Tayikistán","TJK","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,56,37.2,NA,NA,24.2,NA,15.7,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,9.1,8.9,7.3,6.1
"Tonga","TON","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",4.6,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0.4,NA,NA,NA
"Túnez","TUN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",10.5,NA,NA,NA,NA,5.9,NA,NA,NA,NA,3.1,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,0.7,NA,NA,NA
"Turquía","TUR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,7.6,10,6.6,6.5,4.8,4,3.3,3,2.8,2,1.7,1.5,1,1.3,0.9,1.1,1,1.3,1.1,0.9,0.5,NA,NA
"Tanzanía","TZA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",86.9,NA,NA,NA,NA,NA,NA,61.9,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,51.3,NA,NA,NA,NA,NA,NA
"Uganda","UGA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,78.6,NA,NA,72.4,NA,NA,NA,63.5,NA,NA,56.2,NA,NA,NA,60.1,NA,NA,59.8,NA,NA,NA,NA,NA
"Ucrania","UKR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,6.3,3.2,2.8,1.1,0.7,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0,0.3,0.2,0.1,0.2,0.2,0,NA,NA,NA,NA
"Uruguay","URY","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.8,0.7,1.1,1.5,1.7,1.5,1,0.7,0.4,0.4,0.3,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2
"Estados Unidos","USA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.7,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1.2,1.2,1.2,1,1,0.5,0.5,1.2,1.2,NA
"Uzbekistán","UZB","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",93.8,NA,93.1,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.4,4.1,2.7
"Venezuela","VEN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,14.7,22.1,27.1,22.8,18.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viet Nam","VNM","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,43.3,NA,30.9,NA,23.7,NA,17.6,NA,5.2,NA,3.7,NA,3.4,NA,2.5,NA,2.2,NA,1.3,NA,1.6,NA,NA
"Kosovo","XKX","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,11.7,NA,14.3,13.5,NA,NA,10.5,10.6,6.6,3.9,2.2,3.3,2.4,2,15.2,20.7,11.3,16.8,25,10,NA,NA
"Sudáfrica","ZAF","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",47.9,NA,NA,NA,NA,42.1,NA,NA,30.3,NA,29.5,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","ZMB","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,68,NA,68.9,NA,72,NA,NA,NA,71.4,NA,NA,NA,NA,67.9,NA,NA,NA,NA,NA,NA,71.7,NA,NA
